Run	Age	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Experiment	genotype	GEO_Accession (exp)	housing_condition	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	Sample Name	sex	source_name	SRA Study	strain	tissue	create_date	version
SRR1795075	2 month	RNA-Seq	102	3977681454	PRJNA274985	SAMN03334544	2632915497	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870445	Het (Q175) Knock-In	GSM1605772	housed with Het (Q175) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605772	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:34:00Z	1
SRR1795076	2 month	RNA-Seq	102	4509398886	PRJNA274985	SAMN03334017	2996756300	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870446	Het (Q175) Knock-In	GSM1605773	housed with Het (Q175) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605773	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:32:00Z	1
SRR1795077	6 month	RNA-Seq	100	5593025300	PRJNA274985	SAMN03334793	3704441458	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870447	Het (Q175) Knock-In	GSM1605774	housed with Het (Q175) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605774	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:35:00Z	1
SRR1795078	6 month	RNA-Seq	100	5694744800	PRJNA274985	SAMN03334342	3746457461	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870448	Het (Q175) Knock-In	GSM1605775	housed with Het (Q175) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605775	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:34:00Z	1
SRR1795079	6 month	RNA-Seq	100	5869755900	PRJNA274985	SAMN03334598	3877641374	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870449	Het (Q175) Knock-In	GSM1605776	housed with Het (Q175) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605776	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:35:00Z	1
SRR1795080	6 month	RNA-Seq	100	5467202100	PRJNA274985	SAMN03334193	3611071437	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870450	Het (Q175) Knock-In	GSM1605777	housed with Het (Q175) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605777	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:40:00Z	1
SRR1795081	6 month	RNA-Seq	100	5520110500	PRJNA274985	SAMN03334364	3619177148	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870451	Het (Q175) Knock-In	GSM1605778	housed with Het (Q175) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605778	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:40:00Z	1
SRR1795082	6 month	RNA-Seq	100	5984212400	PRJNA274985	SAMN03334393	3966741955	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870452	Het (Q175) Knock-In	GSM1605779	housed with Het (Q175) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605779	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:35:00Z	1
SRR1795083	6 month	RNA-Seq	100	6306842100	PRJNA274985	SAMN03334609	4137967801	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870453	Het (Q175) Knock-In	GSM1605780	housed with Het (Q175) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605780	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:33:00Z	1
SRR1795084	6 month	RNA-Seq	100	5445373800	PRJNA274985	SAMN03333808	3620909468	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870454	Het (Q175) Knock-In	GSM1605781	housed with Het (Q175) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605781	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:37:00Z	1
SRR1795085	10 month	RNA-Seq	102	4453895280	PRJNA274985	SAMN03334749	3074160499	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870455	Het (Q175) Knock-In	GSM1605782	housed with Het (Q175) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605782	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:29:00Z	1
SRR1795086	10 month	RNA-Seq	102	3891637518	PRJNA274985	SAMN03334117	2654700827	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870456	Het (Q175) Knock-In	GSM1605783	housed with Het (Q175) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605783	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:29:00Z	1
SRR1795087	10 month	RNA-Seq	102	4593192498	PRJNA274985	SAMN03334740	3237254667	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870457	Het (Q175) Knock-In	GSM1605784	housed with Het (Q175) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605784	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:30:00Z	1
SRR1795088	10 month	RNA-Seq	102	4010991798	PRJNA274985	SAMN03334036	2741286080	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870458	Het (Q175) Knock-In	GSM1605785	housed with Het (Q175) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605785	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:30:00Z	1
SRR1795089	10 month	RNA-Seq	102	5008885644	PRJNA274985	SAMN03333922	3453477182	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870459	Het (Q175) Knock-In	GSM1605786	housed with Het (Q175) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605786	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:31:00Z	1
SRR1795090	10 month	RNA-Seq	102	4376833668	PRJNA274985	SAMN03334535	2967252293	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870460	Het (Q175) Knock-In	GSM1605787	housed with Het (Q175) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605787	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:30:00Z	1
SRR1795091	10 month	RNA-Seq	102	4410002538	PRJNA274985	SAMN03334326	3035007150	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870461	Het (Q175) Knock-In	GSM1605788	housed with Het (Q175) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605788	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:28:00Z	1
SRR1795092	10 month	RNA-Seq	102	4106423406	PRJNA274985	SAMN03334757	2812165652	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870462	Het (Q175) Knock-In	GSM1605789	housed with Het (Q175) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605789	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:29:00Z	1
SRR1795093	2 month	RNA-Seq	102	4264513614	PRJNA274985	SAMN03334798	2706139234	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870463	Het (Q20) Knock-In	GSM1605790	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605790	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:27:00Z	1
SRR1795094	2 month	RNA-Seq	102	5535453708	PRJNA274985	SAMN03334262	3636256440	GEO	public	fastq,run.zq	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870464	Het (Q20) Knock-In	GSM1605791	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605791	female	striatum	SRP053398	C57BL/6	striatum		
SRR1795095	2 month	RNA-Seq	102	4169816610	PRJNA274985	SAMN03334095	2777900971	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870465	Het (Q20) Knock-In	GSM1605792	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605792	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:28:00Z	1
SRR1795096	2 month	RNA-Seq	102	3875049462	PRJNA274985	SAMN03334633	2579152584	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870466	Het (Q20) Knock-In	GSM1605793	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605793	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:35:00Z	1
SRR1795097	2 month	RNA-Seq	102	3844859298	PRJNA274985	SAMN03334286	2540096115	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870467	Het (Q20) Knock-In	GSM1605794	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605794	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:28:00Z	1
SRR1795098	2 month	RNA-Seq	102	4935956868	PRJNA274985	SAMN03334360	3185178863	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870468	Het (Q20) Knock-In	GSM1605795	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605795	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:29:00Z	1
SRR1795099	2 month	RNA-Seq	102	4441040526	PRJNA274985	SAMN03333877	2855249773	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870469	Het (Q20) Knock-In	GSM1605796	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605796	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:31:00Z	1
SRR1795100	2 month	RNA-Seq	102	4228433154	PRJNA274985	SAMN03333815	2873737662	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870470	Het (Q20) Knock-In	GSM1605797	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605797	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:28:00Z	1
SRR1795101	6 month	RNA-Seq	99	5609992531	PRJNA274985	SAMN03334054	3631518994	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870471	Het (Q20) Knock-In	GSM1605798	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605798	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:41:00Z	1
SRR1795102	6 month	RNA-Seq	99	5462988647	PRJNA274985	SAMN03334214	3582111922	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870472	Het (Q20) Knock-In	GSM1605799	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605799	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:46:00Z	1
SRR1795103	6 month	RNA-Seq	100	5619003600	PRJNA274985	SAMN03334387	3774010208	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870473	Het (Q20) Knock-In	GSM1605800	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605800	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:28:00Z	1
SRR1795104	6 month	RNA-Seq	100	5658148200	PRJNA274985	SAMN03334415	3735249025	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870474	Het (Q20) Knock-In	GSM1605801	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605801	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:25:00Z	1
SRR1795105	6 month	RNA-Seq	100	5137551400	PRJNA274985	SAMN03334356	3384019619	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870475	Het (Q20) Knock-In	GSM1605802	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605802	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:26:00Z	1
SRR1795106	6 month	RNA-Seq	99	5462162020	PRJNA274985	SAMN03334006	3582159714	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870476	Het (Q20) Knock-In	GSM1605803	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605803	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:48:00Z	1
SRR1795107	6 month	RNA-Seq	99	5620525372	PRJNA274985	SAMN03333996	3699115419	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870477	Het (Q20) Knock-In	GSM1605804	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605804	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:40:00Z	1
SRR1795108	6 month	RNA-Seq	99	5482922524	PRJNA274985	SAMN03334582	3569898378	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870478	Het (Q20) Knock-In	GSM1605805	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605805	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:42:00Z	1
SRR1795109	10 month	RNA-Seq	102	4296262032	PRJNA274985	SAMN03334194	2905348538	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870479	Het (Q20) Knock-In	GSM1605806	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605806	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:23:00Z	1
SRR1795110	10 month	RNA-Seq	102	4102492020	PRJNA274985	SAMN03334461	2837279263	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870480	Het (Q20) Knock-In	GSM1605807	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605807	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:22:00Z	1
SRR1795111	10 month	RNA-Seq	102	4639689708	PRJNA274985	SAMN03334525	3156543304	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870481	Het (Q20) Knock-In	GSM1605808	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605808	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:23:00Z	1
SRR1795112	10 month	RNA-Seq	102	4013929398	PRJNA274985	SAMN03334126	2799330199	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870482	Het (Q20) Knock-In	GSM1605809	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605809	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:22:00Z	1
SRR1795113	10 month	RNA-Seq	102	4112301462	PRJNA274985	SAMN03334328	2862788655	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870483	Het (Q20) Knock-In	GSM1605810	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605810	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:22:00Z	1
SRR1795114	10 month	RNA-Seq	102	4021048590	PRJNA274985	SAMN03334386	2785124660	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870484	Het (Q20) Knock-In	GSM1605811	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605811	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:22:00Z	1
SRR1795115	10 month	RNA-Seq	102	4274490540	PRJNA274985	SAMN03334792	2933182383	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870485	Het (Q20) Knock-In	GSM1605812	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605812	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:22:00Z	1
SRR1795116	10 month	RNA-Seq	102	4612942146	PRJNA274985	SAMN03334445	3187274971	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870486	Het (Q20) Knock-In	GSM1605813	housed with Het (Q20) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605813	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:23:00Z	1
SRR1795117	2 month	RNA-Seq	102	4107634758	PRJNA274985	SAMN03334466	2585840753	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870487	Het (Q80) Knock-In	GSM1605814	housed with Het (Q80) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605814	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:22:00Z	1
SRR1795118	2 month	RNA-Seq	102	4770476658	PRJNA274985	SAMN03334050	3160812181	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870488	Het (Q80) Knock-In	GSM1605815	housed with Het (Q80) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605815	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:23:00Z	1
SRR1795119	2 month	RNA-Seq	102	4484534652	PRJNA274985	SAMN03333858	2938810214	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870489	Het (Q80) Knock-In	GSM1605816	housed with Het (Q80) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605816	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:23:00Z	1
SRR1795120	2 month	RNA-Seq	102	3890515212	PRJNA274985	SAMN03333809	2596744536	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870490	Het (Q80) Knock-In	GSM1605817	housed with Het (Q80) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605817	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:22:00Z	1
SRR1795121	2 month	RNA-Seq	102	3901820586	PRJNA274985	SAMN03334697	2595568362	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870491	Het (Q80) Knock-In	GSM1605818	housed with Het (Q80) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605818	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:22:00Z	1
SRR1795122	2 month	RNA-Seq	102	4018969014	PRJNA274985	SAMN03334221	2689890503	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870492	Het (Q80) Knock-In	GSM1605819	housed with Het (Q80) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605819	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:23:00Z	1
SRR1795123	2 month	RNA-Seq	102	4134173628	PRJNA274985	SAMN03334670	2768087265	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870493	Het (Q80) Knock-In	GSM1605820	housed with Het (Q80) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605820	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:20:00Z	1
SRR1795124	2 month	RNA-Seq	102	5351682246	PRJNA274985	SAMN03333940	3634567235	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870494	Het (Q80) Knock-In	GSM1605821	housed with Het (Q80) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605821	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:23:00Z	1
SRR1795125	6 month	RNA-Seq	100	4534509600	PRJNA274985	SAMN03334057	2925871564	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870495	Het (Q80) Knock-In	GSM1605822	housed with Het (Q80) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605822	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:24:00Z	1
SRR1795126	6 month	RNA-Seq	100	5295886600	PRJNA274985	SAMN03334237	3392275030	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870496	Het (Q80) Knock-In	GSM1605823	housed with Het (Q80) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605823	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:25:00Z	1
SRR1795127	6 month	RNA-Seq	100	5095932200	PRJNA274985	SAMN03334247	3274873737	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870497	Het (Q80) Knock-In	GSM1605824	housed with Het (Q80) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605824	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:24:00Z	1
SRR1795128	6 month	RNA-Seq	100	4769652300	PRJNA274985	SAMN03333915	3086194654	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870498	Het (Q80) Knock-In	GSM1605825	housed with Het (Q80) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605825	female	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:21:00Z	1
SRR1795129	6 month	RNA-Seq	100	5522478400	PRJNA274985	SAMN03334495	3613439478	GEO	public	fastq,run.zq,sra	gs,ncbi,s3	gs.US,ncbi.public,s3.us-east-1	SRX870499	Het (Q80) Knock-In	GSM1605826	housed with Het (Q80) mice	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Mus musculus	ILLUMINA	2016-02-16T00:00:00Z	GSM1605826	male	striatum	SRP053398	C57BL/6	striatum	2015-02-09T21:23:00Z	1
